Title,Schedule,Description,Location,Phone,Email,Website
Dean Trust Wigan,N/A,"Our vision, along with Dean Trust Rose Bridge, is to provide two good schools that the community is proud of. That is what parents, quite rightly, expect. Our common purpose is dedicated to helping children develop into confident, successful and responsible adults who are able…","Greenhey, Orrell, WIGAN, WN5 0DQ, 01942 511987",N/A,N/A,N/A
Deanery CE High School and Sixth Form College,N/A,"he Deanery Church of England High School and Sixth Form College is an 11 – 18 Voluntary Aided School within the Diocese of Liverpool, situated in the centre of Wigan. As a Church of England school, we aim to provide an education for life, enabling all…","Frog Lane, WIGAN, LANCASHIRE, WN1 1HQ, 01942 768801",N/A,N/A,N/A
Donna's Childminding Services,N/A,"Free 15 hours Government funding for eligible 2-year-old's and all 3-year-old's and 30 hours for eligible 3-4-year-old's. I have been a registered childminder for over 17 years. I live in Atherton, close to central train station, in a semi-detached house with my Husband and 2…","Atherton, MANCHESTER, GTR Manchester, M46, 01942 895 506, 07963 397399",N/A,N/A,N/A
Douglas Valley Nursery School,N/A,We are a Nursery School offering a wide range of services for children and families. We offer early education sessions for 2 and 3/4 year olds. Extended day sessions (8:30am-9:00am and 3:30pm-4:00pm) are also available for 3 to 4 years olds. These are term time only. …,"Turner Street, Wigan, Lancs, WN1 3SU, 01942 705301",N/A,N/A,N/A
The Ducklings Day Nursery,N/A,The Ducklings Day Nursery has achieved 'Outstanding' status from Ofsted and constantly strives to provide excellent standards of education and invaluable early experiences for its young members. The nursery seeks to enhance the quality and consistency of learning in the early year’s sector. It sets high…,"115, Warrington Road, Leigh, WN7 3XF, 01942 673297",N/A,N/A,N/A
Early Birds & Night Owls,N/A,"Early Birds and Night Owls provides before and after-school care for the children of Wood Fold Primary School and Fledglings Pre-School aged between 3 and 11 years. The service for school runs from 7:30am-8:45am each morning, and between 3:10pm and 5:30pm each afternoon. The afternoon is…","Green Lane, Standish, WIGAN, WN6 0TS, 01257 400271",N/A,N/A,N/A
Edyta Sommer,Monday - Friday 7:00am - 6:00pm,"My name is Edyta Sommer. I'm Polish and I live with my partner Sylwester and my two children, Liliana who is 12 years old and Xavier who is 13 years old. I have lived in Lowton since 2010.I live close to local schools: St Catherine's…","Lowton, Greater Manchester, WA3, 07928933109",N/A,N/A,N/A
Elane Ramos,N/A,"I am a registered childminder based in Leigh. I provide healthy and nutritious meals and snacks, trips out to the parks, libraries, museums, etc. I also provide activities focusing on the 7 areas of the EYFS (Early Years Foundation Stage) and a home-from-home environment that…","Leigh, Leigh Wigan, Wigan, WN7, 07729735996",N/A,N/A,N/A
Elizabeth Henderson,N/A,"Home-from-home atmosphere, mother and toddler groups, trips to the park. I believe a young child (under school age) needs routine, love and security. This is not a nursery, I am a Mum and a Grandma. I feel a caring adult is more important than equipment…","Winstanley, Wigan, WN3",N/A,N/A,N/A
Elizabeth Jane Walsh,N/A,N/A,"Atherton, Manchester, M46",N/A,N/A,N/A
Emma Horrobin,N/A,"Ofsted outstanding provider. We are a family of 6:myself, my husband, my 3 children aged 16, 13 and 13 and my step-son aged 15.   I provide a welcoming, caring and nurturing home-from-home setting where every child is treated as a unique individual. Within my setting…","Wigan, WN3, 07534907570",N/A,N/A,N/A
Emma Rudd,N/A,"I have been childminding since 2006, the children in my care benefit from a well equipped playroom, large garden with lots of toys, trips to the farm, playcentres, Martin mere and regular trips to the park, for the older children I have a wii, play…","Standish, Wigan, WN6, 01257 432510, 07342633658",N/A,N/A,N/A
Emma’s Childminding,N/A,"My name is Emma, I am an Ofsted registered Childminder. I live in Tyldesley with my husband and our daughter who is 12. We have a very friendly 1-year-old dog. I have been Childminding for 11 year,s caring for children from birth to high school.…","Tyldesley, M29, 07841 532748",N/A,N/A,N/A
Fairfield Private Day Nursery,N/A,Fairfield Nursery is set in a beautiful period building close to Leigh town centre. Babies and younger children under 2 are cared for in our separate Baby Cottage within the grounds. We have 3 outdoor play areas with safety play surfaces combined with natural lawn…,"72, St. Helens Road, Pennington, Leigh, Lancashire, WN7 4HW, 01942 684 251, 01942 675 424",N/A,N/A,N/A
First Steps - The Jolly Steppers Out-of-School and Holiday Club – Lowton,N/A,"Our Out-of-School Club, The Jolly Steppers, works in partnership with our independent school, Green Meadow Independent Primary School and other local schools to provide a high quality childcare service for children and families after school. We are a fully inclusive setting, registered for children aged…","First Steps Nursery, Robson Way, Lowton, Warrington, WA3 2RD, 01942 678803",N/A,N/A,N/A
First Steps at Cansfield Day Nursery and Pre-school,N/A,"First Steps at Cansfield has been in operation since 1994 and most of the staff that work here have enjoyed many years of continued service. Our Manager has over 25 years service history here, and between our 12 nursery staff there is a combined continued…","Old Road, Ashton-in-Makerfield, Wigan, Lancashire, WN4 9TP, 01942 711964",N/A,N/A,N/A
First Steps at RL Hughes Out-of-school & Holiday club,N/A,First Steps at RL Hughes is a wrap around care facility based on the site of RL Hughes primary school. All staff hold level 3 childcare qualifications and one staff member holds a level 5. All staff are First Aid trained and are included in…,"Mayfield Street, Ashton-In-Makerfield, Wigan, Lancashire, WN4 9QL, 01942 711964, 01942 724118",N/A,N/A,N/A
First Steps Nursery - Lowton,N/A,"First Steps Nursery opened in 2002 and is situated in purpose-built premises in the Lowton area of Warrington, Cheshire. The nursery is open Monday to Friday, 7:15am–6:30pm. The nursery has been thoughtfully designed to provide full day care for babies and young children, offering safe and…","Robson Way, Lowton, Warrington, Cheshire, WA3 2RD, 01942 678803",N/A,N/A,N/A
First Steps Private Day Nursery (Pennington),N/A,"First Steps Nursery, Pennington opened in 1997 and is situated in the Pennington area of Leigh. The nursery is open Monday–Friday from 7:30am–6:00pm. The nursery has been thoughtfully designed to provide full day care for babies and young children, offering safe and secure enclosed indoor and outdoor…","Kirkham Road, Pennington, Leigh, WN7 3UQ, 01942 679509",N/A,N/A,N/A
Fledglings Nursery,N/A,"We open 39 weeks of the year which is term-time only. The opening hours are 9:00am-3:00pm, Monday to Friday. We can support you with further extended wraparound care if needed within the school's Early Birds and Night Owls facility, between 7:30 am-9:00am and 3:00pm-5:30pm. We have extensive…","Wood Fold Primary School, Green Lane, Standish, Wigan, Lancashire, WN6 0TS, 01257 400271",N/A,N/A,N/A
Footprints Day Nursery - Holiday Care,N/A,"Based in the centre of Atherton, Footprints is located in an old Victorian school building which has served the community for generations. Each child will be welcomed into our Holiday Club room and have a choice of countless activities. Your child will need a packed…","Alderfold Street, Atherton, MANCHESTER, M46 9DS, 01942 876546",N/A,N/A,N/A
Francine Williams,N/A,"I provide a happy, fun and nurturing environment for your child - one that is safe, secure and stimulating. All children are individuals and the wide range of activities I provide are planned and well thought out so that the children have an active part…","Lowton, Warrington, WA3, 01942 715918, 07834 908 159",N/A,N/A,N/A
Fred Longworth High School,N/A,"Established in 1964, Fred Longworth High School is a large 11-16, mixed comprehensive school with 1300 students on roll. It is a wonderful school, renowned for its family atmosphere and excellent reputation for innovative teaching and learning. Our reputation locally means that we are always…","Printshop Lane, Tyldesley, MANCHESTER, M29 8JN, 01942 883796",N/A,N/A,N/A
Garrett Hall Primary - Nursery,N/A,"The provision we offer in our Nursery class is: 30 hours  - Monday to Friday 9:00am-3:00pm or 15 hours part time, consisting of: Monday, Tuesday all day and Wednesday morning or Wednesday afternoon, Thursday, Friday all day. We are immensely proud of our children! They…","Garrett Lane, Tyldesley, MANCHESTER, M29 7EY, 01942 883340",N/A,N/A,N/A
Garrett Hall Primary School,N/A,"We are a fun, and vibrant school where pupils, staff, governors, parents and the school community work extremely hard to have high expectations of one another. We are committed to the highest standards of teaching and learning-achieved through a combination of challenges, support, encouragement and…","Garrett Lane, Tyldesley, Manchester, M29 7EY, 01942 883340",N/A,N/A,N/A
Gemma Simms (Little Gemms),N/A,"I have 3 children of my own aged 19, 15 and 12. I understand how important it is to have the right person look after your pride and joy in a homely, fun environment. I left school and trained as a nursery nurse, then worked…","Abram, Wigan, WN2, 07734915065",N/A,N/A,N/A
Gems Childminding (Gemma Mack),N/A,"My name is Gemma Mack and I live on Cranfield Road, Hawkley Hall, Wigan. Just a small walk away from the canal and other woodland areas for some great adventures. I live in a detached house with my wonderful partner who is also my assistant,…","Hawkley Hall, Wigan, WN3, 07445874322, 01942 732226",N/A,N/A,N/A
Get Along Before & After school Club,"Get Along opens Monday to Friday, term-time only","Get Along provides before & after school care for the children attending Millbrook Primary School and our pre-school, Play Along. Get Along has been a successful club for the past 23 years, we do not have a large staff turnover, providing consistency for the children.…","Elmfield, Shevington, Wigan, Lancs, WN6 8DL, 01257 401030",N/A,N/A,N/A
